Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,EmployeeID
Bachelors,2014,Bangalore,3,31,Male,No,5,0,4305
Bachelors,2018,Bangalore,3,38,Male,No,1,1,3789
Bachelors,2013,Pune,3,36,Male,No,1,0,3535
Bachelors,2015,Bangalore,3,31,Male,No,2,0,3866
Masters,2015,Pune,3,25,Male,No,3,1,1417
Bachelors,2016,Bangalore,3,26,Male,No,4,0,2770
Bachelors,2017,Bangalore,3,41,Male,No,5,0,3891
Bachelors,2014,Pune,2,27,Female,No,5,1,2163
Bachelors,2017,Bangalore,3,26,Male,No,4,0,450
Bachelors,2018,Pune,3,28,Male,No,1,1,679
PHD,2018,New Delhi,3,26,Male,No,4,1,1639
Bachelors,2015,New Delhi,3,28,Female,No,2,0,1513
Bachelors,2014,Bangalore,3,27,Male,No,5,0,1346
Bachelors,2015,Bangalore,3,26,Male,No,4,0,1270
Masters,2014,New Delhi,3,28,Female,No,3,0,2786
Masters,2017,New Delhi,2,27,Male,No,5,1,4283
Masters,2017,New Delhi,3,24,Female,No,2,0,1203
Masters,2017,New Delhi,2,26,Female,Yes,4,1,2355
Bachelors,2017,Bangalore,3,41,Male,No,5,1,3526
PHD,2018,New Delhi,3,40,Male,No,3,1,3873
Bachelors,2016,Bangalore,3,38,Male,Yes,1,0,3581
Bachelors,2017,Pune,3,28,Female,No,1,0,1974
Bachelors,2015,Pune,1,25,Female,No,3,1,283
Bachelors,2012,Bangalore,3,28,Female,No,2,0,2647
Bachelors,2018,Bangalore,3,28,Male,No,2,1,1187
Bachelors,2012,Bangalore,3,25,Male,No,3,0,590
Bachelors,2017,Pune,2,29,Female,No,1,1,2396
Masters,2014,New Delhi,3,24,Male,No,2,1,740
Bachelors,2014,Bangalore,1,39,Female,No,4,0,4342
Bachelors,2014,Bangalore,3,37,Female,No,1,0,3998
Bachelors,2013,Bangalore,3,41,Male,No,2,0,3174
Masters,2017,New Delhi,1,26,Male,No,4,0,1866
Bachelors,2014,Bangalore,3,25,Female,No,3,0,1803
Bachelors,2015,New Delhi,3,32,Male,No,1,0,3410
Bachelors,2018,Bangalore,3,24,Female,No,2,1,831
Bachelors,2015,Pune,3,28,Female,Yes,1,1,2160
Masters,2014,Bangalore,3,27,Female,No,5,1,777
Bachelors,2013,Bangalore,3,27,Female,No,5,0,1020
Bachelors,2018,New Delhi,3,28,Female,No,5,1,1429
Bachelors,2012,Pune,3,39,Male,No,0,0,3532
Bachelors,2012,Bangalore,3,27,Female,No,5,0,2584
Bachelors,2015,Bangalore,3,39,Female,No,0,0,3412
Masters,2017,Bangalore,2,32,Male,No,2,0,3647
Bachelors,2015,Bangalore,3,26,Male,No,4,1,1720
Masters,2015,Bangalore,3,28,Male,No,1,1,1361
Bachelors,2012,Bangalore,3,38,Male,Yes,0,0,3719
Bachelors,2012,Bangalore,3,28,Female,No,2,0,754
Bachelors,2017,Pune,2,32,Female,No,2,1,3455
Bachelors,2014,Pune,3,26,Male,No,4,0,1364
Masters,2018,New Delhi,1,26,Female,No,4,1,973
Bachelors,2016,Bangalore,3,24,Male,No,2,1,4038
Bachelors,2014,Bangalore,3,28,Female,No,1,0,1028
Bachelors,2016,New Delhi,3,28,Female,No,2,0,2048
Bachelors,2017,Bangalore,3,30,Male,No,0,1,2965
Masters,2017,New Delhi,2,37,Female,No,2,0,3778
Bachelors,2012,New Delhi,3,34,Female,No,4,0,3811
Masters,2016,New Delhi,3,24,Male,No,2,1,4167
PHD,2017,Pune,3,30,Male,No,5,0,4279
Bachelors,2014,Pune,2,38,Female,No,3,1,3461
Bachelors,2015,New Delhi,2,33,Female,No,3,1,3556
Bachelors,2014,Bangalore,3,32,Male,No,4,0,3105
Bachelors,2015,Pune,3,28,Male,No,2,0,389
Bachelors,2016,New Delhi,3,28,Female,Yes,3,0,813
Bachelors,2015,Pune,2,26,Female,No,4,1,2138
Bachelors,2016,Bangalore,3,26,Male,No,4,0,2770
Masters,2017,New Delhi,2,26,Male,No,4,1,1390
Bachelors,2015,New Delhi,3,26,Male,No,4,0,4452
Bachelors,2012,Bangalore,3,27,Male,No,5,0,1391
Masters,2018,New Delhi,3,30,Female,No,4,1,2530
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,465
PHD,2013,Bangalore,3,24,Male,No,2,0,4624
Bachelors,2014,Pune,3,26,Male,No,4,0,567
Bachelors,2013,Bangalore,3,27,Male,No,5,1,113
Masters,2016,New Delhi,3,37,Female,No,5,0,3832
Masters,2017,New Delhi,2,25,Male,No,3,0,555
Bachelors,2015,Bangalore,3,30,Female,No,3,1,2656
Bachelors,2015,Bangalore,3,28,Male,No,3,0,169
Masters,2013,New Delhi,3,26,Male,No,4,1,2021
Bachelors,2016,Bangalore,3,27,Male,No,5,0,4446
Bachelors,2012,Bangalore,3,28,Male,No,2,0,1439
Bachelors,2015,Pune,1,34,Female,No,3,1,3762
Bachelors,2018,Bangalore,3,27,Female,No,5,1,990
Bachelors,2012,Bangalore,3,28,Male,No,3,0,345
PHD,2018,New Delhi,3,24,Female,No,2,1,921
Bachelors,2014,Bangalore,3,26,Male,No,4,0,1013
Masters,2014,Pune,3,36,Female,No,2,0,3488
Bachelors,2015,Bangalore,3,27,Female,No,5,0,4196
Bachelors,2017,New Delhi,3,26,Female,No,4,0,2613
Bachelors,2013,Bangalore,3,31,Female,No,1,0,3911
PHD,2016,New Delhi,3,33,Male,No,0,1,4262
Bachelors,2012,Bangalore,3,26,Male,No,4,0,4453
Masters,2017,New Delhi,2,38,Male,No,5,0,3142
Masters,2013,New Delhi,2,26,Male,No,4,1,2769
Bachelors,2016,Bangalore,3,31,Male,No,2,0,3405
Bachelors,2012,Pune,3,39,Male,No,5,0,3785
PHD,2017,Pune,3,28,Male,No,1,0,1738
Bachelors,2015,Bangalore,3,24,Male,No,2,0,367
Bachelors,2013,Bangalore,3,26,Female,No,4,0,818
Masters,2015,New Delhi,2,26,Female,No,4,0,2137
Bachelors,2015,Pune,3,28,Male,No,2,0,1167
Bachelors,2016,Bangalore,3,34,Male,Yes,4,0,3063
Bachelors,2015,Bangalore,3,27,Male,No,5,1,861
Masters,2014,New Delhi,3,28,Female,No,4,0,1092
Bachelors,2013,Bangalore,3,39,Male,No,2,0,3425
Masters,2017,New Delhi,3,29,Male,No,1,0,2192
Bachelors,2012,Bangalore,3,38,Female,No,3,0,3263
Bachelors,2018,New Delhi,3,36,Female,Yes,2,1,4498
Bachelors,2012,Bangalore,3,26,Male,No,4,0,2209
Bachelors,2012,Bangalore,3,26,Male,No,4,0,913
Bachelors,2012,Pune,3,26,Male,No,4,0,1624
Bachelors,2015,Pune,3,24,Male,No,2,0,1863
Bachelors,2016,Bangalore,3,41,Male,No,4,0,3765
Bachelors,2016,Pune,2,36,Female,No,0,1,4023
Bachelors,2017,Pune,2,28,Female,No,1,1,2619
Masters,2017,Pune,2,29,Female,No,2,0,2074
Bachelors,2016,Bangalore,3,33,Male,No,3,0,3656
Bachelors,2015,Pune,3,40,Female,Yes,2,1,3564
Bachelors,2015,New Delhi,3,22,Male,No,0,0,92
Bachelors,2014,New Delhi,3,30,Female,No,2,0,2832
Bachelors,2016,Bangalore,3,25,Male,No,3,0,797
Bachelors,2016,Bangalore,3,25,Male,No,3,0,797
Masters,2015,Pune,2,30,Female,No,1,0,2886
Bachelors,2015,Pune,1,38,Female,No,1,1,3914
Bachelors,2012,New Delhi,3,36,Female,No,4,0,4159
Bachelors,2017,New Delhi,3,24,Male,No,2,0,1071
Bachelors,2016,Bangalore,3,40,Male,No,3,0,4560
Bachelors,2018,Bangalore,3,36,Male,No,2,1,2991
Bachelors,2014,Bangalore,3,26,Male,No,4,0,4350
Bachelors,2014,Bangalore,3,28,Male,No,2,0,2184
Bachelors,2018,Bangalore,3,26,Male,No,4,1,1238
Bachelors,2013,Pune,2,36,Male,No,4,0,4529
Bachelors,2014,Pune,2,29,Male,No,2,1,2193
Bachelors,2017,New Delhi,2,27,Male,No,5,0,601
Bachelors,2012,New Delhi,3,27,Male,No,5,0,1374
Bachelors,2014,Pune,2,26,Male,No,4,0,2111
Bachelors,2017,Bangalore,3,27,Male,No,5,0,599
Masters,2017,Bangalore,3,40,Female,No,4,0,3003
Bachelors,2018,Bangalore,3,28,Male,No,2,1,2332
Bachelors,2017,Bangalore,3,29,Male,No,0,0,2915
Bachelors,2013,Pune,1,28,Female,No,3,1,2
Masters,2017,Pune,2,27,Male,Yes,5,1,2718
Bachelors,2017,New Delhi,3,26,Male,No,4,0,558
Bachelors,2012,Bangalore,3,39,Male,No,3,0,4312
Bachelors,2014,Pune,3,26,Male,No,4,0,1585
Bachelors,2018,Pune,3,26,Male,No,4,1,2023
Masters,2015,Bangalore,3,28,Male,No,1,1,1361
Masters,2013,New Delhi,3,27,Male,No,5,0,1012
Bachelors,2013,New Delhi,1,27,Female,No,5,0,259
Bachelors,2015,Pune,3,26,Female,Yes,4,1,436
Bachelors,2014,Bangalore,3,25,Male,No,3,0,1016
Bachelors,2016,Bangalore,3,26,Female,No,4,0,669
Bachelors,2016,Pune,2,24,Female,No,2,1,483
Bachelors,2015,Bangalore,3,29,Male,No,1,0,2302
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,657
Masters,2017,New Delhi,2,34,Female,No,2,1,3599
Bachelors,2012,Bangalore,3,36,Female,No,4,0,4457
Masters,2017,Pune,2,28,Male,No,3,0,955
Bachelors,2015,Pune,2,29,Female,No,2,1,2315
Bachelors,2014,Bangalore,3,26,Female,No,4,0,1455
Masters,2017,New Delhi,2,38,Female,No,2,1,3148
Masters,2013,New Delhi,3,26,Male,No,4,1,1515
Bachelors,2012,Bangalore,3,29,Male,No,1,0,1992
Bachelors,2017,Pune,2,41,Female,No,2,1,3239
Masters,2015,Pune,3,28,Female,No,2,0,311
Masters,2017,New Delhi,2,26,Female,No,4,1,898
Bachelors,2017,New Delhi,2,26,Female,No,4,0,1084
Bachelors,2016,New Delhi,3,24,Female,No,2,0,1121
Bachelors,2017,Bangalore,3,25,Male,No,3,0,574
Bachelors,2013,Bangalore,3,28,Male,No,0,0,1134
Bachelors,2017,Bangalore,3,33,Female,No,4,1,3835
Bachelors,2017,Bangalore,3,38,Male,Yes,2,0,3372
Bachelors,2016,Pune,1,25,Female,No,3,1,772
Bachelors,2012,Bangalore,3,28,Male,No,0,0,2941
Bachelors,2017,Bangalore,3,38,Male,No,3,0,4392
PHD,2016,Pune,1,25,Female,No,3,1,976
Bachelors,2017,New Delhi,3,34,Female,No,2,1,3489
PHD,2013,Bangalore,3,28,Male,No,4,0,4088
Bachelors,2015,Bangalore,3,31,Male,No,1,0,3370
Bachelors,2017,New Delhi,3,33,Female,No,2,0,3179
Bachelors,2016,New Delhi,3,27,Female,No,5,0,868
Bachelors,2013,Pune,3,26,Male,No,4,0,1774
Bachelors,2015,Bangalore,3,38,Female,No,5,0,4169
Bachelors,2012,Bangalore,3,27,Male,No,5,0,300
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,2570
Bachelors,2012,Bangalore,3,39,Female,No,2,0,3055
Bachelors,2012,Bangalore,1,35,Male,No,4,0,4200
Bachelors,2018,Bangalore,3,40,Male,No,1,1,66
Bachelors,2016,Bangalore,3,24,Male,No,2,0,1871
Bachelors,2017,Pune,3,36,Male,No,1,0,3245
Bachelors,2017,Pune,3,28,Female,No,1,0,941
Bachelors,2014,Pune,3,27,Male,No,5,1,4082
Masters,2017,New Delhi,2,34,Male,No,2,1,3458
Bachelors,2016,Bangalore,3,27,Female,No,5,0,1315
Bachelors,2015,Bangalore,3,27,Female,No,5,0,111
Masters,2017,New Delhi,3,26,Female,No,4,0,1996
Masters,2015,New Delhi,3,40,Female,No,5,0,4617
Masters,2017,Pune,2,27,Male,No,5,0,4355
Masters,2014,Bangalore,3,28,Female,No,4,1,1523
Masters,2017,New Delhi,2,28,Male,No,2,0,2404
Bachelors,2014,Bangalore,2,26,Female,No,4,1,1913
Bachelors,2015,Pune,2,28,Female,Yes,2,1,724
Bachelors,2012,Bangalore,3,40,Male,No,4,0,3628
Bachelors,2012,New Delhi,3,35,Female,No,2,0,3354
Masters,2012,New Delhi,3,25,Male,No,3,1,1780
PHD,2016,New Delhi,1,26,Male,No,4,0,1660
Bachelors,2015,Pune,2,31,Female,No,1,1,3296
Bachelors,2016,New Delhi,3,37,Male,No,3,0,3825
Bachelors,2012,Bangalore,3,40,Female,No,5,0,3968
Bachelors,2015,Pune,2,30,Female,No,0,1,19
Masters,2018,New Delhi,3,28,Male,Yes,2,1,471
Bachelors,2012,Pune,2,25,Male,No,3,1,801
Bachelors,2013,New Delhi,1,27,Female,No,5,0,259
Bachelors,2016,Bangalore,3,40,Male,No,3,0,4560
Bachelors,2012,Bangalore,3,28,Male,No,2,0,2105
PHD,2013,Bangalore,3,28,Male,No,4,0,4088
PHD,2017,Pune,3,41,Male,No,2,0,3915
Bachelors,2015,Bangalore,3,33,Male,No,2,0,3763
Bachelors,2012,New Delhi,3,28,Male,No,3,0,1099
Bachelors,2014,Pune,3,26,Male,No,4,1,977
Masters,2017,New Delhi,2,27,Male,No,5,1,2453
Bachelors,2017,Bangalore,3,27,Male,No,5,0,211
Bachelors,2013,Bangalore,3,36,Male,No,5,1,4042
Bachelors,2013,Pune,2,28,Male,No,5,0,4247
Bachelors,2013,Bangalore,3,28,Female,No,3,0,895
Bachelors,2012,Bangalore,3,27,Male,No,5,0,300
Masters,2017,New Delhi,2,33,Male,No,2,0,3623
Bachelors,2014,Pune,3,28,Male,No,2,0,2911
Bachelors,2012,Bangalore,3,37,Female,No,5,1,3080
Masters,2017,New Delhi,2,23,Male,No,1,1,4215
Bachelors,2015,Bangalore,3,27,Male,No,5,0,248
Bachelors,2017,Bangalore,3,37,Male,No,3,0,3937
Masters,2017,New Delhi,2,25,Male,Yes,3,1,536
Bachelors,2013,Bangalore,3,27,Female,No,5,0,2070
Bachelors,2017,New Delhi,2,27,Male,No,5,0,549
Masters,2017,Pune,2,37,Female,No,1,0,3216
Bachelors,2018,Bangalore,3,25,Female,No,3,1,1918
Bachelors,2016,Bangalore,3,39,Female,No,1,0,3093
Bachelors,2014,Bangalore,3,25,Female,No,3,1,244
Bachelors,2014,Pune,3,29,Male,No,2,0,2273
Bachelors,2012,Bangalore,3,26,Male,No,4,0,550
Masters,2017,Pune,2,27,Female,No,5,0,1204
Bachelors,2017,Bangalore,3,27,Male,No,5,0,599
Bachelors,2015,New Delhi,3,25,Female,No,3,0,1554
Bachelors,2015,New Delhi,3,28,Female,Yes,1,0,2091
Bachelors,2013,Pune,3,39,Female,No,2,0,3684
Bachelors,2016,New Delhi,3,28,Female,No,2,0,2048
Bachelors,2016,Pune,3,29,Male,No,2,0,2265
Bachelors,2013,Bangalore,3,35,Male,No,5,0,3320
Bachelors,2013,Pune,2,28,Female,No,3,1,243
Bachelors,2015,Bangalore,3,29,Male,No,1,0,2610
Bachelors,2016,Bangalore,3,40,Male,No,0,1,3439
Bachelors,2015,Bangalore,3,32,Male,No,1,0,4073
Bachelors,2015,Bangalore,3,41,Male,No,1,0,3773
Bachelors,2014,New Delhi,3,32,Male,No,5,0,4263
Bachelors,2017,Bangalore,3,25,Male,No,3,0,1903
Bachelors,2014,Pune,3,30,Male,No,1,0,2337
Bachelors,2012,Bangalore,3,25,Male,No,3,0,1082
Bachelors,2017,New Delhi,2,27,Female,No,5,0,792
Masters,2017,New Delhi,3,24,Female,No,2,0,1203
Bachelors,2015,Pune,3,26,Female,No,4,1,1473
Bachelors,2014,Bangalore,3,35,Female,No,4,0,3404
Bachelors,2015,Bangalore,3,27,Female,No,5,0,111
Bachelors,2015,Pune,2,39,Female,No,5,1,3859
Masters,2017,Pune,2,26,Female,No,4,1,2226
Bachelors,2013,Bangalore,3,27,Female,No,5,0,4409
Bachelors,2012,Bangalore,3,35,Male,No,5,0,3966
Bachelors,2017,Bangalore,3,33,Male,No,3,0,3561
Bachelors,2016,Bangalore,3,25,Female,No,3,0,4141
Masters,2012,New Delhi,3,28,Male,Yes,2,0,1077
Masters,2017,New Delhi,2,26,Male,No,4,0,2110
Bachelors,2013,Bangalore,3,34,Male,No,5,0,3663
Masters,2017,New Delhi,2,35,Male,Yes,2,0,3061
Bachelors,2014,Pune,3,26,Male,No,4,0,2834
Bachelors,2015,Pune,2,26,Female,No,4,1,1879
Bachelors,2015,Bangalore,3,27,Female,No,5,0,2435
Masters,2017,Pune,2,35,Male,No,1,1,3634
PHD,2012,New Delhi,3,25,Male,No,3,0,4201
Bachelors,2015,Pune,2,25,Female,No,3,1,382
Bachelors,2013,Pune,3,32,Male,No,2,0,4114
Bachelors,2012,Bangalore,3,29,Male,No,4,0,2854
Bachelors,2017,Bangalore,3,24,Female,No,2,0,312
Bachelors,2017,Pune,2,24,Female,No,2,1,1509
Bachelors,2015,Bangalore,3,39,Male,No,5,0,3515
Bachelors,2013,Pune,3,24,Female,No,2,0,910
PHD,2017,New Delhi,3,34,Female,No,3,0,4293
Bachelors,2014,Pune,3,26,Male,No,4,0,1845
Bachelors,2012,Bangalore,3,26,Female,No,4,0,723
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1849
Masters,2017,Bangalore,3,28,Female,No,3,1,752
Bachelors,2016,Pune,3,26,Male,No,4,0,2118
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,1137
Bachelors,2016,Bangalore,1,39,Male,No,2,0,3303
Bachelors,2017,New Delhi,2,27,Male,No,5,0,346
Bachelors,2014,Bangalore,3,32,Female,No,5,0,3971
Bachelors,2015,Pune,3,24,Female,No,2,1,1897
Bachelors,2013,Pune,3,39,Female,No,2,0,3684
Masters,2017,New Delhi,3,26,Male,No,4,0,282
Masters,2014,New Delhi,3,28,Male,No,1,1,2431
Bachelors,2018,Bangalore,3,29,Female,No,3,1,2903
Bachelors,2014,New Delhi,3,26,Female,No,4,1,1180
Bachelors,2017,Bangalore,3,40,Male,Yes,1,0,3157
Masters,2018,New Delhi,3,30,Female,No,4,1,2530
Bachelors,2016,Pune,3,25,Male,No,3,0,1330
Bachelors,2015,Pune,2,28,Female,Yes,1,1,104
Masters,2015,Bangalore,3,28,Male,No,1,1,1361
Bachelors,2015,Bangalore,3,26,Male,No,4,0,2729
Bachelors,2018,Bangalore,3,25,Male,No,3,1,1316
Bachelors,2016,Bangalore,3,25,Male,Yes,3,1,1820
Bachelors,2012,Bangalore,3,26,Female,No,4,0,2590
Bachelors,2018,New Delhi,3,28,Female,No,0,1,1367
Bachelors,2017,Pune,2,29,Female,No,2,1,39
Bachelors,2013,Bangalore,3,31,Female,No,4,1,3227
Masters,2017,New Delhi,2,28,Female,No,2,0,272
Masters,2014,New Delhi,3,33,Male,No,3,0,3682
Bachelors,2017,New Delhi,1,25,Female,No,3,0,736
Bachelors,2015,Bangalore,3,25,Male,No,3,0,1932
Masters,2017,New Delhi,2,33,Male,No,4,0,3745
Bachelors,2014,Bangalore,3,40,Female,No,0,0,3361
Bachelors,2013,New Delhi,1,27,Female,No,5,0,259
Bachelors,2014,Bangalore,3,34,Male,No,4,0,3932
Bachelors,2017,Bangalore,3,26,Female,No,4,0,1881
Bachelors,2015,Pune,1,34,Female,No,3,1,4123
Masters,2015,Bangalore,3,26,Male,No,4,1,2406
Masters,2016,New Delhi,3,27,Male,No,5,1,592
Masters,2017,New Delhi,1,25,Female,No,3,1,137
Bachelors,2016,Bangalore,3,26,Male,No,4,0,2393
Bachelors,2015,Pune,3,26,Male,No,4,0,1910
Bachelors,2014,Bangalore,3,34,Male,No,4,0,4171
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,1375
Bachelors,2015,Pune,2,28,Female,Yes,2,1,724
Bachelors,2017,Bangalore,3,24,Male,No,2,1,1436
Masters,2018,New Delhi,3,25,Male,No,3,1,532
Bachelors,2017,New Delhi,3,35,Female,No,5,0,3548
Bachelors,2013,Bangalore,3,27,Male,No,5,0,1885
Bachelors,2014,Pune,3,37,Female,No,5,1,3373
Bachelors,2013,New Delhi,3,30,Female,No,3,1,2844
Masters,2018,Pune,3,24,Male,No,2,1,1086
Bachelors,2017,Pune,2,28,Male,No,1,1,1395
Masters,2016,Pune,1,27,Female,No,5,0,2423
Bachelors,2012,Bangalore,3,35,Male,No,5,0,3966
Bachelors,2015,Bangalore,3,33,Male,No,3,1,4371
Bachelors,2015,Pune,3,29,Female,No,1,1,2459
Bachelors,2018,Bangalore,3,28,Male,No,1,1,738
Bachelors,2016,Bangalore,3,30,Male,Yes,1,0,2165
Bachelors,2014,New Delhi,3,33,Male,No,3,0,3540
Masters,2017,New Delhi,3,27,Male,Yes,5,1,2414
Bachelors,2017,Bangalore,3,24,Female,No,2,0,1525
Bachelors,2016,Pune,3,22,Male,No,0,0,4235
Bachelors,2016,Bangalore,3,22,Male,No,0,0,4627
Bachelors,2015,Bangalore,3,29,Female,No,1,0,2531
Bachelors,2013,Bangalore,1,28,Female,No,2,0,776
Bachelors,2017,New Delhi,2,40,Female,No,5,0,4356
Masters,2016,New Delhi,3,26,Male,No,4,0,2147
Bachelors,2015,Bangalore,3,25,Male,No,3,0,626
Bachelors,2012,Bangalore,3,29,Male,No,1,0,1992
Bachelors,2013,Bangalore,3,28,Male,No,1,0,603
Bachelors,2013,Pune,3,30,Male,No,0,0,2758
PHD,2016,Bangalore,3,30,Female,No,5,0,2874
Bachelors,2014,Bangalore,3,37,Male,No,5,0,3562
Bachelors,2014,Bangalore,3,39,Male,Yes,1,0,3129
Bachelors,2018,New Delhi,3,35,Female,No,2,1,3268
Bachelors,2015,Bangalore,3,22,Male,No,0,0,4186
PHD,2018,New Delhi,3,25,Male,No,3,1,426
Bachelors,2013,Bangalore,3,26,Male,No,4,0,2464
PHD,2018,New Delhi,3,38,Female,No,5,1,4308
Bachelors,2018,Bangalore,3,24,Male,No,2,1,4456
Bachelors,2016,Bangalore,3,24,Female,No,2,0,1411
Bachelors,2015,Pune,2,28,Female,No,2,1,631
Bachelors,2017,Bangalore,1,30,Male,No,1,0,2756
Bachelors,2014,Pune,3,27,Male,No,5,0,4050
Bachelors,2018,Pune,2,31,Female,No,3,1,3665
Bachelors,2014,Bangalore,3,24,Male,No,2,0,899
Bachelors,2016,Pune,3,30,Male,No,1,0,2066
Bachelors,2013,Bangalore,3,27,Male,No,5,0,1186
Bachelors,2012,Bangalore,3,26,Male,No,4,0,2906
Bachelors,2014,Bangalore,1,34,Female,No,5,0,3678
Bachelors,2018,Bangalore,3,32,Male,No,2,1,3659
Bachelors,2017,New Delhi,2,27,Male,No,5,0,1343
Bachelors,2017,Bangalore,2,28,Female,No,2,1,1922
Bachelors,2012,Pune,2,27,Female,No,5,1,932
Bachelors,2013,Pune,2,38,Male,No,0,1,4512
Masters,2016,New Delhi,3,39,Female,No,1,0,3813
Bachelors,2012,Pune,3,29,Male,No,0,0,2640
Bachelors,2014,New Delhi,2,23,Female,No,1,1,4587
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,467
Bachelors,2013,Bangalore,3,41,Male,No,2,0,3395
Bachelors,2018,New Delhi,3,40,Male,Yes,4,1,3468
Bachelors,2013,Bangalore,3,38,Male,No,0,0,3658
Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,3790
Bachelors,2017,Bangalore,3,30,Male,No,0,1,2965
Masters,2015,Pune,3,27,Female,No,5,1,289
Bachelors,2017,Pune,3,26,Female,No,4,1,2009
Masters,2017,Pune,2,26,Female,No,4,1,1444
Masters,2018,New Delhi,3,28,Male,Yes,2,1,471
Bachelors,2018,Bangalore,3,25,Male,No,3,1,944
Bachelors,2014,Bangalore,3,29,Male,No,4,0,2689
Bachelors,2017,New Delhi,2,27,Female,No,5,0,1768
Bachelors,2015,Bangalore,3,27,Female,No,5,0,1146
Bachelors,2016,Pune,3,28,Female,No,4,1,1717
Bachelors,2017,Bangalore,3,28,Male,No,2,1,828
Bachelors,2017,Pune,3,27,Male,Yes,5,0,2259
Bachelors,2013,Bangalore,2,27,Female,No,5,1,2693
Bachelors,2018,Bangalore,3,36,Male,No,1,1,3081
Bachelors,2012,Bangalore,3,32,Female,No,1,1,3211
Bachelors,2015,Bangalore,3,28,Female,No,3,0,1116
Masters,2017,Pune,2,39,Male,No,4,0,3217
Masters,2017,New Delhi,2,30,Female,No,1,0,2356
Bachelors,2012,Bangalore,3,27,Female,No,5,1,2649
Bachelors,2015,Pune,3,27,Male,No,5,0,2793
Bachelors,2013,Bangalore,3,36,Female,No,5,0,3858
Bachelors,2017,Bangalore,3,37,Male,No,2,1,3088
Bachelors,2012,Bangalore,3,22,Male,No,0,0,3994
Bachelors,2017,Bangalore,3,32,Male,No,5,0,3330
Masters,2016,New Delhi,3,27,Male,Yes,5,1,2257
Bachelors,2014,Bangalore,3,30,Male,No,0,0,2909
PHD,2017,New Delhi,3,34,Female,No,3,0,4293
Masters,2017,New Delhi,2,27,Female,No,5,1,833
Bachelors,2013,Pune,3,28,Male,No,2,0,226
Bachelors,2015,Bangalore,3,28,Male,No,2,0,408
Bachelors,2015,Pune,2,36,Female,No,1,1,3167
Bachelors,2014,Bangalore,3,29,Male,No,1,0,2039
Bachelors,2012,Bangalore,3,29,Male,No,4,0,2854
Masters,2017,New Delhi,2,31,Female,No,2,1,3305
Bachelors,2016,Bangalore,3,31,Male,No,5,0,4416
Bachelors,2014,New Delhi,3,27,Female,No,5,1,2646
Bachelors,2012,Bangalore,3,25,Male,No,3,0,469
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,2599
PHD,2013,Bangalore,3,27,Male,No,5,0,2710
Bachelors,2015,Pune,2,30,Female,No,0,1,19
Bachelors,2013,Pune,2,37,Female,No,0,1,3195
Bachelors,2016,Bangalore,3,37,Male,No,2,0,27
Masters,2012,New Delhi,3,37,Male,No,4,0,4505
Masters,2017,New Delhi,1,30,Male,No,2,0,2801
Bachelors,2013,Pune,2,25,Female,No,3,1,219
Bachelors,2015,Bangalore,3,38,Male,Yes,2,0,3242
Bachelors,2016,Bangalore,3,30,Male,No,1,1,2449
Bachelors,2014,Bangalore,3,38,Male,No,0,0,3311
Bachelors,2018,Bangalore,3,25,Male,No,3,1,228
Bachelors,2014,Bangalore,3,25,Male,No,3,0,1588
Bachelors,2016,Bangalore,3,25,Male,No,3,0,541
Bachelors,2016,Bangalore,3,28,Female,No,1,1,2582
Bachelors,2013,Bangalore,3,26,Male,No,4,0,324
Masters,2017,Pune,2,39,Female,No,3,0,3141
Bachelors,2014,Bangalore,1,39,Female,No,4,0,4342
Bachelors,2018,Bangalore,3,24,Male,No,2,1,1451
Bachelors,2013,Bangalore,3,35,Male,No,2,1,3168
Masters,2017,Pune,3,25,Male,No,3,1,509
Bachelors,2017,Bangalore,3,28,Male,No,2,0,2378
Masters,2016,New Delhi,3,27,Male,Yes,5,1,2257
Bachelors,2015,Pune,2,26,Female,No,4,1,2557
Bachelors,2013,Bangalore,3,25,Male,No,3,1,734
Bachelors,2015,Pune,1,32,Female,No,5,1,3549
Masters,2017,Bangalore,2,41,Male,No,4,0,3140
Bachelors,2015,New Delhi,2,28,Female,Yes,2,1,712
Bachelors,2015,Pune,2,23,Female,Yes,1,1,4273
Bachelors,2012,Pune,3,24,Female,No,2,1,1878
PHD,2017,New Delhi,3,27,Female,No,5,0,1327
Bachelors,2015,New Delhi,3,28,Female,No,2,0,1232
Bachelors,2014,Pune,3,30,Male,No,1,0,2337
Masters,2014,New Delhi,3,37,Female,No,0,1,4637
Bachelors,2014,Bangalore,3,35,Male,No,3,0,3127
Bachelors,2012,Bangalore,3,32,Male,No,4,0,4208
Bachelors,2014,Pune,3,25,Male,No,3,0,1468
Bachelors,2015,Pune,2,39,Female,No,5,1,3859
Bachelors,2015,Pune,2,28,Female,Yes,2,1,724
